node             50%	sd	2.5%	97.5%	Rhat	n.eff   scen    NMA		
SMD[8,2]	0.3052	0.146	0.0139	0.5881	1.0011	14000	13	3
SMD[9,2]	0.0028	0.089	-0.1736	0.1759	1.0011	18000	13	3
SMD[10,2]	-0.0607	0.0858	-0.2287	0.1102	1.001	27000	13	3
SMD[11,2]	-0.1293	0.0904	-0.3084	0.0495	1.001	27000	13	3
SMD[12,2]	0.0073	0.0959	-0.1819	0.1968	1.0011	13000	13	3
SMD[13,2]	0.454	0.1089	0.2411	0.6686	1.001	27000	13	3
SMD[14,2]	0.1733	0.108	-0.0394	0.383	1.001	27000	13	3
SMD[4,3]	-0.0613	0.1668	-0.387	0.2706	1.0011	17000	13	3
SMD[5,3]	0.0983	0.1355	-0.1692	0.3664	1.001	27000	13	3
SMD[6,3]	0.627	0.2821	0.0764	1.1896	1.001	21000	13	3
SMD[7,3]	-0.2649	0.1276	-0.5159	-0.0135	1.0011	13000	13	3
SMD[8,3]	0.2261	0.1718	-0.1132	0.5639	1.001	27000	13	3
SMD[9,3]	-0.0747	0.1284	-0.3287	0.1779	1.0011	17000	13	3
SMD[10,3]	-0.1387	0.112	-0.3575	0.0837	1.0011	15000	13	3
SMD[11,3]	-0.2061	0.1282	-0.4619	0.0462	1.001	25000	13	3
SMD[12,3]	-0.0698	0.1333	-0.3358	0.1901	1.001	27000	13	3
SMD[13,3]	0.377	0.1417	0.0969	0.6575	1.0011	12000	13	3
SMD[14,3]	0.0961	0.1419	-0.188	0.373	1.001	24000	13	3
SMD[5,4]	0.1584	0.1451	-0.1303	0.4423	1.0011	12000	13	3
SMD[6,4]	0.6885	0.2868	0.1243	1.2515	1.0011	14000	13	3
SMD[7,4]	-0.203	0.1324	-0.4669	0.0515	1.0009	27000	13	3
SMD[8,4]	0.2903	0.179	-0.0707	0.6292	1.0011	13000	13	3
SMD[9,4]	-0.0129	0.1346	-0.2832	0.242	1.001	27000	13	3
SMD[10,4]	-0.0761	0.1334	-0.3433	0.1791	1.001	27000	13	3
SMD[11,4]	-0.1449	0.1373	-0.4199	0.1179	1.001	27000	13	3
SMD[12,4]	-0.0085	0.1409	-0.293	0.2617	1.0011	18000	13	3
SMD[13,4]	0.4386	0.1495	0.1406	0.7277	1.001	27000	13	3
SMD[14,4]	0.1568	0.1495	-0.1398	0.4448	1.001	19000	13	3
SMD[6,5]	0.5299	0.2708	0.0042	1.0661	1.001	27000	13	3
SMD[7,5]	-0.3634	0.1025	-0.5644	-0.1622	1.0012	7100	13	3
SMD[8,5]	0.1286	0.154	-0.1771	0.4285	1.001	27000	13	3
SMD[9,5]	-0.1727	0.1027	-0.3771	0.027	1.0012	7400	13	3
SMD[10,5]	-0.2368	0.0862	-0.4054	-0.067	1.0012	9300	13	3
SMD[11,5]	-0.305	0.1023	-0.5053	-0.1019	1.001	27000	13	3
SMD[12,5]	-0.1675	0.1087	-0.3833	0.0449	1.001	27000	13	3
SMD[13,5]	0.2783	0.1197	0.0461	0.5171	1.0011	14000	13	3
SMD[14,5]	-0.0013	0.1192	-0.2378	0.2294	1.001	27000	13	3
SMD[7,6]	-0.8917	0.2661	-1.4216	-0.378	1.0011	12000	13	3
SMD[8,6]	-0.4015	0.2893	-0.9752	0.1577	1.001	27000	13	3
SMD[9,6]	-0.7035	0.2667	-1.234	-0.1824	1.0011	12000	13	3
SMD[10,6]	-0.7661	0.2636	-1.2896	-0.2541	1.0011	16000	13	3
SMD[11,6]	-0.8337	0.2655	-1.3643	-0.3192	1.001	23000	13	3
SMD[12,6]	-0.6981	0.2675	-1.2275	-0.1777	1.001	21000	13	3
SMD[13,6]	-0.2515	0.272	-0.7917	0.2801	1.001	21000	13	3
SMD[14,6]	-0.532	0.2722	-1.0752	-0.0031	1.001	27000	13	3
SMD[8,7]	0.4917	0.1443	0.2064	0.7749	1.0011	10000	13	3
SMD[9,7]	0.1906	0.0859	0.0194	0.3577	1.001	27000	13	3
SMD[10,7]	0.1261	0.0767	-0.0239	0.2797	1.001	27000	13	3
SMD[11,7]	0.0572	0.0807	-0.0997	0.2173	1.0011	15000	13	3
SMD[12,7]	0.1943	0.0896	0.0189	0.3725	1.0012	9600	13	3
SMD[13,7]	0.6419	0.1066	0.4324	0.8522	1.001	21000	13	3
SMD[14,7]	0.3595	0.1	0.1628	0.5542	1.0012	9300	13	3
SMD[9,8]	-0.3017	0.1318	-0.5609	-0.0391	1.0012	9300	13	3
SMD[10,8]	-0.3655	0.1401	-0.6378	-0.0841	1.0011	15000	13	3
SMD[11,8]	-0.4329	0.1438	-0.7157	-0.1502	1.001	24000	13	3
SMD[12,8]	-0.2972	0.1453	-0.5818	-0.0075	1.001	27000	13	3
SMD[13,8]	0.1494	0.1531	-0.1475	0.4542	1.0011	12000	13	3
SMD[14,8]	-0.1296	0.1558	-0.4383	0.1736	1.001	27000	13	3
SMD[10,9]	-0.0646	0.0788	-0.2164	0.0931	1.001	27000	13	3
SMD[11,9]	-0.1324	0.086	-0.2994	0.0389	1.0011	15000	13	3
SMD[12,9]	0.0047	0.0857	-0.1643	0.1723	1.0011	11000	13	3
SMD[13,9]	0.4516	0.0985	0.2597	0.6472	1.0011	13000	13	3
SMD[14,9]	0.1697	0.1061	-0.0367	0.3796	1.0012	9500	13	3
SMD[11,10]	-0.0686	0.0774	-0.222	0.082	1.001	27000	13	3
SMD[12,10]	0.0688	0.0873	-0.1071	0.237	1.0011	17000	13	3
SMD[13,10]	0.516	0.1014	0.3139	0.7139	1.001	27000	13	3
SMD[14,10]	0.2347	0.1005	0.0352	0.4287	1.001	21000	13	3
SMD[12,11]	0.1367	0.087	-0.0359	0.3061	1.001	25000	13	3
SMD[13,11]	0.5838	0.1055	0.3769	0.7928	1.001	27000	13	3
SMD[14,11]	0.3021	0.1041	0.0977	0.5064	1.001	27000	13	3
SMD[13,12]	0.4457	0.1094	0.2321	0.6652	1.0011	11000	13	3
SMD[14,12]	0.1656	0.1101	-0.0493	0.3835	1.001	26000	13	3
SMD[14,13]	-0.2811	0.1209	-0.522	-0.0452	1.001	27000	13	3
SMD[2,1]	-0.3824	0.0681	-0.5162	-0.2456	1.001	27000	14	3
SMD[3,1]	-0.3046	0.1125	-0.5299	-0.0852	1.0011	15000	14	3
SMD[4,1]	-0.3676	0.1252	-0.6121	-0.1178	1.001	20000	14	3
SMD[5,1]	-0.2081	0.084	-0.375	-0.0426	1.001	27000	14	3
SMD[6,1]	0.3073	0.2573	-0.1944	0.8106	1.0011	15000	14	3
SMD[7,1]	-0.5693	0.0631	-0.6948	-0.446	1.001	27000	14	3
SMD[8,1]	-0.076	0.1313	-0.3346	0.1822	1.001	27000	14	3
SMD[9,1]	-0.3784	0.0641	-0.5062	-0.2523	1.0009	27000	14	3
SMD[10,1]	-0.4443	0.0552	-0.5506	-0.3332	1.001	27000	14	3
SMD[11,1]	-0.5118	0.0623	-0.6346	-0.3906	1.001	25000	14	3
SMD[12,1]	-0.3763	0.0707	-0.5156	-0.2379	1.001	26000	14	3
SMD[13,1]	0.0736	0.0846	-0.0928	0.2381	1.0011	19000	14	3
SMD[14,1]	-0.2114	0.0849	-0.3811	-0.0467	1.0012	8000	14	3
SMD[3,2]	0.0772	0.1311	-0.185	0.3329	1.001	27000	14	3
SMD[4,2]	0.0143	0.1406	-0.2594	0.2954	1.001	22000	14	3
SMD[5,2]	0.1732	0.107	-0.0387	0.3858	1.001	27000	14	3
SMD[6,2]	0.6893	0.2653	0.1711	1.204	1.0011	16000	14	3
SMD[7,2]	-0.187	0.0815	-0.3496	-0.0264	1.001	27000	14	3
SMD[8,2]	0.3059	0.1463	0.0165	0.5967	1.0009	27000	14	3
SMD[9,2]	0.0039	0.0884	-0.1731	0.1761	1.001	27000	14	3
SMD[10,2]	-0.0619	0.085	-0.2277	0.1051	1.0009	27000	14	3
SMD[11,2]	-0.1296	0.0902	-0.3076	0.0486	1.001	27000	14	3
SMD[12,2]	0.0058	0.0963	-0.1856	0.1936	1.0009	27000	14	3
SMD[13,2]	0.456	0.1071	0.2428	0.6656	1.001	27000	14	3
SMD[14,2]	0.1716	0.1076	-0.0457	0.3789	1.001	27000	14	3
SMD[4,3]	-0.0625	0.167	-0.3894	0.2693	1.0011	14000	14	3
SMD[5,3]	0.0961	0.1343	-0.164	0.3641	1.0011	16000	14	3
SMD[6,3]	0.6123	0.2797	0.0702	1.1663	1.001	19000	14	3
SMD[7,3]	-0.2652	0.1257	-0.5102	-0.0164	1.001	27000	14	3
SMD[8,3]	0.2302	0.1715	-0.1084	0.5657	1.001	27000	14	3
SMD[9,3]	-0.0732	0.127	-0.3223	0.1747	1.001	19000	14	3
SMD[10,3]	-0.139	0.1113	-0.3545	0.0848	1.001	27000	14	3
SMD[11,3]	-0.2064	0.1263	-0.4555	0.0437	1.0011	14000	14	3
SMD[12,3]	-0.0719	0.1316	-0.3302	0.1891	1.001	27000	14	3
SMD[13,3]	0.3789	0.1399	0.101	0.6543	1.001	27000	14	3
SMD[14,3]	0.0939	0.1401	-0.183	0.3668	1.0009	27000	14	3
SMD[5,4]	0.1589	0.1455	-0.1322	0.4436	1.001	27000	14	3
SMD[6,4]	0.6759	0.2866	0.1069	1.2318	1.0012	9200	14	3
SMD[7,4]	-0.2022	0.1331	-0.4688	0.0551	1.001	27000	14	3
SMD[8,4]	0.2911	0.1792	-0.0648	0.6402	1.001	27000	14	3
SMD[9,4]	-0.0109	0.1349	-0.2812	0.2493	1.001	26000	14	3
SMD[10,4]	-0.0755	0.1338	-0.3438	0.1835	1.001	19000	14	3
SMD[11,4]	-0.1432	0.1387	-0.4215	0.1268	1.001	27000	14	3
SMD[12,4]	-0.0083	0.1414	-0.2909	0.2661	1.001	27000	14	3
SMD[13,4]	0.4419	0.1502	0.1409	0.7314	1.0011	11000	14	3
SMD[14,4]	0.1558	0.151	-0.1524	0.4483	1.0011	11000	14	3
SMD[6,5]	0.5166	0.2703	-0.0112	1.048	1.0011	14000	14	3
SMD[7,5]	-0.3609	0.102	-0.5646	-0.1621	1.001	27000	14	3
SMD[8,5]	0.1325	0.1533	-0.1685	0.4327	1.001	27000	14	3
SMD[9,5]	-0.1702	0.1016	-0.3707	0.0294	1.0009	27000	14	3
SMD[10,5]	-0.2359	0.0855	-0.4008	-0.0665	1.001	27000	14	3
SMD[11,5]	-0.3035	0.1022	-0.5048	-0.1009	1.001	27000	14	3
SMD[12,5]	-0.1672	0.108	-0.3812	0.0433	1.001	27000	14	3
SMD[13,5]	0.2815	0.1187	0.0456	0.5126	1.001	22000	14	3
SMD[14,5]	-0.0032	0.1193	-0.2386	0.2301	1.0011	12000	14	3
SMD[7,6]	-0.8776	0.2643	-1.3947	-0.3598	1.0011	14000	14	3
SMD[8,6]	-0.3821	0.2891	-0.9536	0.1851	1.0011	16000	14	3
SMD[9,6]	-0.683	0.2648	-1.2087	-0.1662	1.0011	15000	14	3
SMD[10,6]	-0.7513	0.263	-1.2687	-0.2374	1.0011	16000	14	3
SMD[11,6]	-0.819	0.2644	-1.3352	-0.3001	1.0011	11000	14	3
SMD[12,6]	-0.6821	0.2667	-1.2122	-0.1623	1.0011	14000	14	3
SMD[13,6]	-0.2336	0.2705	-0.7687	0.289	1.001	27000	14	3
SMD[14,6]	-0.5196	0.2707	-1.0511	0.0065	1.001	19000	14	3
SMD[8,7]	0.4939	0.1444	0.2097	0.7792	1.0009	27000	14	3
SMD[9,7]	0.1919	0.0853	0.0207	0.3581	1.001	27000	14	3
SMD[10,7]	0.1249	0.0759	-0.0226	0.2772	1.001	27000	14	3
SMD[11,7]	0.0577	0.0811	-0.1013	0.2177	1.001	27000	14	3
SMD[12,7]	0.1938	0.0891	0.0178	0.3676	1.001	27000	14	3
SMD[13,7]	0.6428	0.1045	0.4375	0.8488	1.001	21000	14	3
SMD[14,7]	0.3582	0.099	0.16	0.5515	1.0011	16000	14	3
SMD[9,8]	-0.3032	0.1325	-0.5648	-0.0416	1.001	27000	14	3
SMD[10,8]	-0.368	0.1408	-0.6468	-0.0868	1.0009	27000	14	3
SMD[11,8]	-0.436	0.1454	-0.723	-0.1522	1.001	27000	14	3
SMD[12,8]	-0.3006	0.1465	-0.5884	-0.0101	1.0009	27000	14	3
SMD[13,8]	0.1483	0.1533	-0.1521	0.453	1.001	27000	14	3
SMD[14,8]	-0.1366	0.1567	-0.443	0.1704	1.001	27000	14	3
SMD[10,9]	-0.0658	0.0784	-0.2167	0.0912	1.001	27000	14	3
SMD[11,9]	-0.133	0.0864	-0.3029	0.0366	1.001	27000	14	3
SMD[12,9]	0.0018	0.0861	-0.1658	0.1726	1.001	27000	14	3
SMD[13,9]	0.4516	0.0968	0.2641	0.6413	1.001	22000	14	3
SMD[14,9]	0.1663	0.106	-0.0441	0.3728	1.0011	13000	14	3
SMD[11,10]	-0.0673	0.0769	-0.2196	0.0827	1.001	21000	14	3
SMD[12,10]	0.0679	0.0871	-0.1059	0.2365	1.001	27000	14	3
SMD[13,10]	0.518	0.0999	0.3201	0.7141	1.001	27000	14	3
SMD[14,10]	0.2323	0.1003	0.0314	0.4267	1.001	25000	14	3
SMD[12,11]	0.1358	0.0882	-0.0389	0.3089	1.001	27000	14	3
SMD[13,11]	0.5847	0.1047	0.3791	0.7893	1.0011	13000	14	3
SMD[14,11]	0.3002	0.1041	0.0928	0.503	1.0012	8500	14	3
SMD[13,12]	0.4484	0.109	0.2337	0.6643	1.001	24000	14	3
SMD[14,12]	0.1649	0.1094	-0.0519	0.3784	1.001	27000	14	3
SMD[14,13]	-0.2856	0.1196	-0.5216	-0.052	1.001	27000	14	3
SMD[2,1]	-0.3856	0.0685	-0.5208	-0.25	1.001	25000	15	3
SMD[3,1]	-0.3089	0.113	-0.5322	-0.0859	1.001	19000	15	3
SMD[4,1]	-0.369	0.1254	-0.6124	-0.1166	1.001	24000	15	3
SMD[5,1]	-0.2122	0.0841	-0.3777	-0.046	1.001	27000	15	3
SMD[6,1]	0.2894	0.2556	-0.2081	0.7984	1.001	27000	15	3
SMD[7,1]	-0.5728	0.0629	-0.6983	-0.4486	1.001	27000	15	3
SMD[8,1]	-0.0774	0.1307	-0.3383	0.1772	1.001	27000	15	3
SMD[9,1]	-0.3802	0.0642	-0.5096	-0.2557	1.0011	13000	15	3
SMD[10,1]	-0.4475	0.0548	-0.554	-0.3366	1.001	27000	15	3
SMD[11,1]	-0.5149	0.0618	-0.6366	-0.3941	1.001	23000	15	3
SMD[12,1]	-0.3804	0.0713	-0.5195	-0.2391	1.001	27000	15	3
SMD[13,1]	0.0723	0.0854	-0.0963	0.24	1.0013	6000	15	3
SMD[14,1]	-0.2149	0.0846	-0.385	-0.0514	1.001	27000	15	3
SMD[3,2]	0.0763	0.1311	-0.183	0.3394	1.001	22000	15	3
SMD[4,2]	0.0158	0.1405	-0.2554	0.2989	1.001	27000	15	3
SMD[5,2]	0.173	0.1072	-0.0359	0.3856	1.001	27000	15	3
SMD[6,2]	0.675	0.2643	0.1602	1.1974	1.001	27000	15	3
SMD[7,2]	-0.1866	0.0815	-0.3478	-0.0275	1.001	27000	15	3
SMD[8,2]	0.3087	0.1459	0.0192	0.5916	1.001	19000	15	3
SMD[9,2]	0.0056	0.0887	-0.1698	0.1775	1.0011	10000	15	3
SMD[10,2]	-0.0628	0.0849	-0.2274	0.1066	1.001	27000	15	3
SMD[11,2]	-0.1298	0.0903	-0.3087	0.0462	1.001	22000	15	3
SMD[12,2]	0.0052	0.0961	-0.1841	0.1939	1.001	27000	15	3
SMD[13,2]	0.4571	0.1089	0.2408	0.6698	1.0013	5300	15	3
SMD[14,2]	0.1706	0.1065	-0.0433	0.3784	1.001	23000	15	3
SMD[4,3]	-0.0618	0.1673	-0.386	0.276	1.001	24000	15	3
SMD[5,3]	0.0968	0.1352	-0.1686	0.362	1.001	27000	15	3
SMD[6,3]	0.5991	0.2786	0.0543	1.1499	1.001	27000	15	3
SMD[7,3]	-0.2631	0.1262	-0.5123	-0.0154	1.0011	15000	15	3
SMD[8,3]	0.231	0.172	-0.1077	0.5683	1.0011	14000	15	3
SMD[9,3]	-0.0713	0.1274	-0.3222	0.1802	1.001	27000	15	3
SMD[10,3]	-0.1387	0.1114	-0.3555	0.0855	1.0011	14000	15	3
SMD[11,3]	-0.2061	0.1267	-0.4549	0.0447	1.001	27000	15	3
SMD[12,3]	-0.0713	0.1324	-0.3314	0.1913	1.001	27000	15	3
SMD[13,3]	0.3817	0.1413	0.1017	0.6618	1.0012	8400	15	3
SMD[14,3]	0.0939	0.1405	-0.1851	0.3673	1.001	21000	15	3
SMD[5,4]	0.157	0.1453	-0.1321	0.4403	1.001	27000	15	3
SMD[6,4]	0.6601	0.2849	0.1083	1.2261	1.001	27000	15	3
SMD[7,4]	-0.2041	0.1327	-0.4704	0.0534	1.001	27000	15	3
SMD[8,4]	0.2925	0.1797	-0.0692	0.6357	1.0011	17000	15	3
SMD[9,4]	-0.0115	0.1353	-0.2824	0.2494	1.0011	12000	15	3
SMD[10,4]	-0.0776	0.1339	-0.3452	0.1816	1.001	23000	15	3
SMD[11,4]	-0.1458	0.139	-0.4238	0.122	1.001	23000	15	3
SMD[12,4]	-0.0114	0.1425	-0.2985	0.2629	1.001	27000	15	3
SMD[13,4]	0.4408	0.1505	0.1395	0.7341	1.0013	6200	15	3
SMD[14,4]	0.1542	0.1502	-0.1486	0.4421	1.001	20000	15	3
SMD[6,5]	0.5016	0.27	-0.0201	1.0446	1.001	27000	15	3
SMD[7,5]	-0.3604	0.1018	-0.562	-0.16	1.001	27000	15	3
SMD[8,5]	0.1357	0.1543	-0.1741	0.4322	1.001	27000	15	3
SMD[9,5]	-0.1678	0.1018	-0.3678	0.0294	1.001	27000	15	3
SMD[10,5]	-0.2356	0.0856	-0.4044	-0.0646	1.001	27000	15	3
SMD[11,5]	-0.3039	0.1022	-0.5047	-0.1011	1.001	27000	15	3
SMD[12,5]	-0.1689	0.1091	-0.3817	0.0455	1.001	27000	15	3
SMD[13,5]	0.284	0.1191	0.0515	0.5185	1.0011	11000	15	3
SMD[14,5]	-0.0034	0.1183	-0.2385	0.2284	1.001	27000	15	3
SMD[7,6]	-0.8618	0.2626	-1.382	-0.3508	1.001	26000	15	3
SMD[8,6]	-0.367	0.2883	-0.9372	0.1937	1.001	19000	15	3
SMD[9,6]	-0.6694	0.2632	-1.1924	-0.1576	1.001	27000	15	3
SMD[10,6]	-0.738	0.2614	-1.252	-0.227	1.001	27000	15	3
SMD[11,6]	-0.805	0.2622	-1.3274	-0.2939	1.001	27000	15	3
SMD[12,6]	-0.6684	0.2654	-1.1913	-0.1527	1.001	27000	15	3
SMD[13,6]	-0.2182	0.2694	-0.7509	0.3065	1.0011	18000	15	3
SMD[14,6]	-0.506	0.2682	-1.0351	0.0168	1.001	27000	15	3
SMD[8,7]	0.4964	0.1445	0.2052	0.7772	1.001	27000	15	3
SMD[9,7]	0.1927	0.0856	0.0224	0.3592	1.0011	9800	15	3
SMD[10,7]	0.1253	0.0756	-0.0202	0.2761	1.001	27000	15	3
SMD[11,7]	0.0575	0.0803	-0.1017	0.2149	1.0011	14000	15	3
SMD[12,7]	0.1925	0.0895	0.0151	0.3686	1.001	27000	15	3
SMD[13,7]	0.6447	0.105	0.4386	0.8513	1.0013	6000	15	3
SMD[14,7]	0.3579	0.0988	0.1608	0.5509	1.001	27000	15	3
SMD[9,8]	-0.3034	0.1317	-0.5596	-0.0406	1.0011	17000	15	3
SMD[10,8]	-0.37	0.1407	-0.6406	-0.0899	1.001	27000	15	3
SMD[11,8]	-0.4381	0.1437	-0.7177	-0.1539	1.0011	19000	15	3
SMD[12,8]	-0.3034	0.1463	-0.5886	-0.0145	1.0011	18000	15	3
SMD[13,8]	0.1498	0.1531	-0.1463	0.4559	1.001	27000	15	3
SMD[14,8]	-0.1389	0.155	-0.4409	0.1688	1.001	27000	15	3
SMD[10,9]	-0.0671	0.0782	-0.2185	0.0894	1.0011	16000	15	3
SMD[11,9]	-0.135	0.0865	-0.3028	0.0368	1.001	27000	15	3
SMD[12,9]	-1e-04	0.0866	-0.1701	0.1714	1.0011	15000	15	3
SMD[13,9]	0.4519	0.0979	0.2626	0.6484	1.0011	11000	15	3
SMD[14,9]	0.1654	0.1056	-0.0458	0.3725	1.001	27000	15	3
SMD[11,10]	-0.0681	0.0768	-0.2216	0.0813	1.001	21000	15	3
SMD[12,10]	0.067	0.0877	-0.1086	0.2385	1.001	27000	15	3
SMD[13,10]	0.5197	0.1002	0.3202	0.7147	1.0012	9000	15	3
SMD[14,10]	0.2318	0.099	0.0346	0.4238	1.001	27000	15	3
SMD[12,11]	0.1345	0.0876	-0.0374	0.3071	1.001	27000	15	3
SMD[13,11]	0.5872	0.105	0.3823	0.7941	1.0012	7500	15	3
SMD[14,11]	0.2994	0.1039	0.0918	0.5038	1.001	27000	15	3
SMD[13,12]	0.4528	0.1097	0.2369	0.6692	1.0013	5800	15	3
SMD[14,12]	0.1651	0.1094	-0.0545	0.3799	1.001	27000	15	3
SMD[14,13]	-0.2868	0.1192	-0.5239	-0.0548	1.001	20000	15	3
SMD[2,1]	-0.3647	0.0715	-0.5047	-0.2236	1.0011	14000	16	3
SMD[3,1]	-0.2908	0.1191	-0.5254	-0.0544	1.001	27000	16	3
SMD[4,1]	-0.3512	0.1278	-0.5992	-0.096	1.0011	11000	16	3
SMD[5,1]	-0.1918	0.0861	-0.3615	-0.023	1.0011	9800	16	3
SMD[6,1]	0.398	0.2647	-0.1179	0.9211	1.0011	13000	16	3
SMD[7,1]	-0.5536	0.0657	-0.6835	-0.4239	1.0009	27000	16	3
SMD[8,1]	-0.0714	0.1354	-0.3386	0.1932	1.001	27000	16	3
SMD[9,1]	-0.3678	0.0668	-0.4996	-0.2385	1.001	27000	16	3
SMD[10,1]	-0.4288	0.0569	-0.539	-0.3155	1.001	21000	16	3
SMD[11,1]	-0.4934	0.0649	-0.6194	-0.3643	1.001	23000	16	3
SMD[12,1]	-0.36	0.0741	-0.509	-0.2171	1.001	27000	16	3
SMD[13,1]	0.1013	0.0888	-0.0722	0.2739	1.0012	8900	16	3
SMD[14,1]	-0.1829	0.0885	-0.3563	-0.0055	1.001	27000	16	3
SMD[3,2]	0.0723	0.1381	-0.2012	0.3465	1.0009	27000	16	3
SMD[4,2]	0.0129	0.1433	-0.2634	0.2978	1.001	27000	16	3
SMD[5,2]	0.1734	0.1108	-0.0462	0.3889	1.001	27000	16	3
SMD[6,2]	0.7607	0.2741	0.2307	1.3088	1.0011	9700	16	3
SMD[7,2]	-0.1883	0.0851	-0.3595	-0.0248	1.001	27000	16	3
SMD[8,2]	0.2934	0.1511	-0.0051	0.5863	1.001	27000	16	3
SMD[9,2]	-0.0032	0.0929	-0.19	0.1773	1.0011	17000	16	3
SMD[10,2]	-0.0647	0.089	-0.2393	0.1107	1.001	27000	16	3
SMD[11,2]	-0.1286	0.0943	-0.3148	0.0545	1.0012	9100	16	3
SMD[12,2]	0.004	0.1014	-0.2003	0.2019	1.001	27000	16	3
SMD[13,2]	0.4664	0.1132	0.2419	0.6867	1.0013	5500	16	3
SMD[14,2]	0.1814	0.1123	-0.0389	0.4044	1.001	27000	16	3
SMD[4,3]	-0.0581	0.1728	-0.3991	0.2838	1.001	27000	16	3
SMD[5,3]	0.1008	0.1417	-0.1804	0.3792	1.0009	27000	16	3
SMD[6,3]	0.69	0.2896	0.126	1.2645	1.0011	10000	16	3
SMD[7,3]	-0.2621	0.1329	-0.5268	-3e-04	1.001	27000	16	3
SMD[8,3]	0.221	0.1801	-0.1347	0.5696	1.001	27000	16	3
SMD[9,3]	-0.0752	0.1345	-0.3439	0.1879	1.001	27000	16	3
SMD[10,3]	-0.1363	0.1174	-0.3671	0.095	1.001	27000	16	3
SMD[11,3]	-0.2017	0.1332	-0.4645	0.0633	1.0011	14000	16	3
SMD[12,3]	-0.0676	0.1399	-0.3475	0.2029	1.001	27000	16	3
SMD[13,3]	0.3928	0.1484	0.1014	0.685	1.0012	8000	16	3
SMD[14,3]	0.109	0.1473	-0.1802	0.3979	1.001	27000	16	3
SMD[5,4]	0.1592	0.1488	-0.135	0.4469	1.001	27000	16	3
SMD[6,4]	0.7478	0.293	0.1757	1.3231	1.0012	7100	16	3
SMD[7,4]	-0.2022	0.1361	-0.4751	0.0599	1.0011	14000	16	3
SMD[8,4]	0.2801	0.1845	-0.0877	0.6391	1.001	27000	16	3
SMD[9,4]	-0.0167	0.138	-0.2903	0.2497	1.0011	12000	16	3
SMD[10,4]	-0.077	0.1368	-0.349	0.1877	1.001	19000	16	3
SMD[11,4]	-0.1425	0.1418	-0.4242	0.135	1.0012	7400	16	3
SMD[12,4]	-0.0104	0.146	-0.3024	0.2737	1.0011	17000	16	3
SMD[13,4]	0.4523	0.1546	0.1448	0.7493	1.0013	5100	16	3
SMD[14,4]	0.1684	0.1538	-0.1379	0.4691	1.0011	13000	16	3
SMD[6,5]	0.5879	0.2793	0.0478	1.1425	1.0012	8300	16	3
SMD[7,5]	-0.3609	0.1054	-0.5716	-0.1566	1.001	19000	16	3
SMD[8,5]	0.1194	0.1594	-0.1936	0.4303	1.001	27000	16	3
SMD[9,5]	-0.1768	0.1049	-0.3831	0.0289	1.0011	13000	16	3
SMD[10,5]	-0.237	0.0886	-0.4114	-0.0602	1.001	22000	16	3
SMD[11,5]	-0.3016	0.1058	-0.5086	-0.094	1.0012	7000	16	3
SMD[12,5]	-0.1685	0.1127	-0.3947	0.0495	1.001	21000	16	3
SMD[13,5]	0.2928	0.1225	0.0537	0.5332	1.0014	4600	16	3
SMD[14,5]	0.009	0.123	-0.236	0.2512	1.0011	16000	16	3
SMD[7,6]	-0.951	0.2731	-1.4972	-0.4211	1.0011	13000	16	3
SMD[8,6]	-0.468	0.297	-1.0596	0.1111	1.0011	15000	16	3
SMD[9,6]	-0.7644	0.2726	-1.3083	-0.2319	1.0011	12000	16	3
SMD[10,6]	-0.8261	0.2703	-1.3622	-0.2942	1.0011	12000	16	3
SMD[11,6]	-0.8901	0.273	-1.4339	-0.3589	1.001	20000	16	3
SMD[12,6]	-0.7577	0.2747	-1.3063	-0.2213	1.0011	12000	16	3
SMD[13,6]	-0.2959	0.2796	-0.8485	0.2487	1.001	27000	16	3
SMD[14,6]	-0.5783	0.2786	-1.1331	-0.0409	1.0011	17000	16	3
SMD[8,7]	0.4827	0.1495	0.1869	0.7747	1.0009	27000	16	3
SMD[9,7]	0.1856	0.0893	0.009	0.3616	1.001	27000	16	3
SMD[10,7]	0.1244	0.079	-0.0289	0.2832	1.001	27000	16	3
SMD[11,7]	0.0607	0.084	-0.1027	0.226	1.001	27000	16	3
SMD[12,7]	0.1941	0.0935	0.006	0.3769	1.001	27000	16	3
SMD[13,7]	0.6543	0.1096	0.439	0.87	1.0012	8800	16	3
SMD[14,7]	0.3705	0.1041	0.1641	0.5764	1.001	27000	16	3
SMD[9,8]	-0.2961	0.1365	-0.5628	-0.0307	1.001	27000	16	3
SMD[10,8]	-0.3578	0.1454	-0.6398	-0.0702	1.0009	27000	16	3
SMD[11,8]	-0.4224	0.1493	-0.7125	-0.1281	1.001	27000	16	3
SMD[12,8]	-0.2898	0.1516	-0.5852	0.0098	1.001	27000	16	3
SMD[13,8]	0.173	0.1585	-0.1359	0.4863	1.0011	18000	16	3
SMD[14,8]	-0.1108	0.1615	-0.4266	0.2073	1.001	27000	16	3
SMD[10,9]	-0.0609	0.0818	-0.2193	0.1015	1.001	21000	16	3
SMD[11,9]	-0.1257	0.0899	-0.301	0.0521	1.001	27000	16	3
SMD[12,9]	0.007	0.0899	-0.1699	0.1832	1.0009	27000	16	3
SMD[13,9]	0.4682	0.1014	0.2717	0.6675	1.0011	12000	16	3
SMD[14,9]	0.1839	0.1103	-0.028	0.404	1.001	27000	16	3
